Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
General/GT,RA 710 Bridgeport Ave,"RXR Corporation, Inc.",126,Farmill River,6025-009,2000,3826,N,SW-4,5/21/12,5/15/12,6,N,2.5,6.3,4.55,55,8,0.05,1.2,0.2,0.02,0.01,0.0065,,,,,
General/GT,Citgo Petroleum Corporation,Rocky Hill Terminal,119,Connecticut River,,150,5171,N,Outfall-1 (CIT-1),5/2/12,4/23/12,9,N,2.5,6,7.1,22,30,0.05,0.5,0.13,0.02,0.37,0.0065,,,,,
General/GT,"Trumpf, Inc.","Trumpf, Inc.",52,Adjacent Wetlands,,452,3541,N,SL #5,3/31/12,3/28/12,3,N,0.85,6,6.7,10,5.2,0.08,4,0.8,0.0025,0.023,0.0025,,,,,
General/GT,"Trumpf, Inc.","Trumpf, Inc.",52,Municiple Storm water,,452,3541,N,SL #2,3/31/12,3/28/12,3,N,0.9,6,6.7,10,1.8,0.027,1.1,0.82,0.0025,0.211,0.0025,,,,,
General/GT,"Trumpf, Inc.","Trumpf, Inc.",52,Onsite Retention Pond,,452,3541,N,DSN 001,11/10/12,10/29/12,12,N,0.85,5.2,6.5,26,29.1,0.13,1.1,0.23,0.0025,0.02,0.0025,,,,,
General/GT,"Trumpf, Inc.","Trumpf, Inc.",52,Adjacent Wetlands,,452,3541,N,DSN 006,11/10/12,10/29/12,12,N,1,5.2,6,26,29.1,0.036,0.5,0.87,0.0035,0.271,0.0025,,,,,
General/GT,"Trumpf, Inc.","Trumpf, Inc.",52, Detention pond 2,,452,3541,N,DSN 008,11/10/12,10/29/12,12,N,0.95,5.2,7.2,20,57,0.405,0.5,0.56,0.0025,0.018,0.0025,,,,,
General/GT,Turbo Care Inc.,Turbo Care Inc.,77,Union Pond,4500-00-3-L3,1512,3511,Y,SW-001,5/1/12,4/26/12,5,N,10,6.34,6.34,55,1400,1.93,12.2,0.14,0.102,0.386,0.03,,,,,
General/GT,"Schick Manufacturing, Inc","Schick Manufacturing, Inc",84,"Indian River, LIS",5306,857,3421,Y,SW-2,5/1/12,4/22/12,9,N,2.5,5,5.4,2.5,34,0.05,0.5,0.17,0.02,0.02,0.0065,,,,,
General/GT,"Schick Manufacturing, Inc","Schick Manufacturing, Inc",84,"Indian River, LIS",5306,857,3421,Y,SW-1,5/1/12,4/22/12,9,N,2.5,5,5.5,2.5,35,0.05,1.1,0.43,0.02,0.17,0.0065,,,,,
General/GT,Dattco,Plainville,110,Quinnipiac River,,2279,4151,Y,CB-1,5/1/12,4/26/12,5,N,0.7,6.35,6.26,20,22,0.17,1.79,0.4,0.0025,0.02,0.001,,,,,
General/GT,Dattco,Christian Lane,89,Webster Brook,,2109,4151,N,CB-1,5/1/12,4/23/12,8,N,18,5.87,7.3,41,440,0.47,1.52,0.56,0.066,0.166,0.05,,,,,
General/GT,Dattco,Christian Lane,89,Webster Brook,,2109,4151,N,CB-2,5/1/12,4/23/12,8,N,10,5.87,7.01,32,210,0.27,1.02,0.39,0.033,0.085,0.02,,,,,
General/GT,Dattco,New Haven,93,Hemmingway Creek,,2329,4151,Y,DSN-001,5/15/12,5/10/12,5,N,19,6.5,7.48,280,560,0.48,1.36,0.005,0.056,0.136,0.008,100.00%,100.00%,12,38,100.00%
General/GT,R&R Corrugated Packaging Group,R&R Corrugated Packaging ,17,Pequabuck River,4315,2234,2653,Y,CB-5,3/28/12,3/9/12,19,N,4,5.5,7.4,220,160,0.259,1.6,0.67,0.023,0.296,0.0108,100.00%,100.00%,16,84,100.00%
General/GT,Coreslab Structures (Conn),Coreslab Structures (Conn),140,,,1212,3271,Y,South Outfall,10/19/11,10/16/11,3,N,1.25,,8.81,35,245,0.11,0.31,0.31,0.01,0.04,0.002,100.00%,100.00%,14,43.1,100.00%
General/GT,US Surgical Div of TYCO Healthcare,US Surgical Div of TYCO Healthcare,101,Quinnipiac River,,1416,3841,N,ST-6,5/14/12,5/10/12,4,N,2.9,6.7,6.1,42,35,0.2,3.21,0.67,0.04,0.36,0.015,,,,,
General/GT,US Surgical Div of TYCO Healthcare,US Surgical Div of TYCO Healthcare,101,Quinnipiac River,,1416,3841,N,ST-11,5/14/12,5/10/12,4,N,1,6.7,7.1,5,2,0.025,0.16,2.73,0.005,0.015,0.015,,,,,
General/GT,US Surgical Div of TYCO Healthcare,US Surgical Div of TYCO Healthcare,101,Quinnipiac River,,1416,3841,N,ST-13,5/14/12,5/10/12,4,N,3.2,6.7,6.8,26,112,0.15,1.23,0.8,0.02,0.168,0.015,,,,,
General/GT,REM Chemicals Inc.,REM Chemicals Inc.,131,Quinnipiac River,,455,2899,N,Outfall-001,3/16/12,3/3/12,3,N,1,6.3,7.8,10,1.2,0.052,0.5,1.07,0.0025,0.011,0.0025,,,,,
General/GT,Hydro Honing Laboratories,Hydro Honing Laboratories,43,Podunk River,,2170,3398,N,Outfall-002,6/12/12,6/6/12,6,N,2.4,6.79,3.86,130,210,0.39,2.65,0.34,0.036,0.161,0.024,,,,,
General/GT,General Electric,General Electric,15,Stillman Pond,7103-00,534,,,,10/19/11,,,,1.25,,6.8,47,5,0.05,0.5,0.5,0.02,0.021,0.0065,,,,,
General/GT,General Electric,General Electric,15,Stillman Pond,7103-00,534,,Y,Outfall-11,5/15/12,5/10/12,5,N,2.1,8.1,7.2,43,2,0.05,0.6,0.516,0.00566,0.0232,0.00482,,,,,
General/GT,Bantam Supply Company,,74,Bantam River,,2266,5171,N,Outfall-2,9/30/12,9/29/12,1,N,1,7.5,6.9,18,61,0.2,0.54,0.41,0.019,0.038,0.015,100.00%,100.00%,31,104,100.00%
General/GT,Bantam Supply Company,,74,Bantam River,,2266,5171,N,Outfall-1,9/30/12,9/29/12,1,N,1,7.5,7.4,24,10,0.14,0.84,0.34,0.016,0.015,0.015,100.00%,100.00%,54,130,100.00%
General/GT,BNB Manufacturing Company ,BNB Manufacturing Company ,162,,,783,,,CB-1,10/2/12,9/28/12,4,N,5,5.42,7.14,6.8,0.5,0.025,0.43,0.1,0.005,0.26,0.01,,,,,
General/GT,BNB Manufacturing Company ,BNB Manufacturing Company ,162,,,783,,,CB-2,10/2/12,9/28/12,4,N,3.3,5.21,5.74,1,0.5,0.025,0.39,0.1,0.005,0.1,0.01,,,,,
General/GT,Summit Corporation of America,Summit Corp,140,Naugatuck River,,406,3471,N,DSN-003,9/18/12,9/14/12,4,N,2.4,5,5.33,38.4,6,0.15,2.94,1.3,0.105,0.198,0.016,,,17.13,,
General/GT,Summit Corporation of America,Summit Corp,140,Naugatuck River,,406,3471,N,CB 6,9/18/12,9/14/12,4,N,2.4,5,5.4,32.1,7,0.11,2.59,1.13,0.13,0.21,0.007,,,11.26,,
General/GT,Summit Corporation of America,Summit Corp,140,Naugatuck River,,406,3471,N,DSN CB8,9/18/12,9/14/12,4,N,0.5,5,4.93,44.4,26,0.27,3.05,1.28,0.089,0.13,0.026,,,10.92,,
General/GT,Danbury News Times,Danbury News Times,34,,,1129,,N,Storm Drain  near loading dock,9/28/12,9/22/12,6,N,20.4,5.9,5.8,5,6.25,0.05,1.2,0.66,0.01,0.07,0.003,,,,,
General/GT,O.F. Massberg & Sons,,101,,,372,,N,CB-001,9/19/12,9/4/12,15,N,2.5,4.2,5.1,53.2,21,0.1,0.25,1.07,0.107,0.42,0.009,26.20%,13.30%,11.1,113,0.00%
General/GT,A.J. Tuck Company,A.J. Tuck Company,18,Still River,,801,3679,Y,Outfall-1,9/5/12,8/28/12,8,N,1.2,,7.1,19,6,0.06,0.13,0.21,0.02,0.05,0.0005,100.00%,100.00%,6,25,100.00%
General/GT,A.J. Tuck Company,A.J. Tuck Company,18,Still River,,801,3679,Y,Outfall-2,9/5/12,8/28/12,8,N,1.3,,7.1,15,9,0.11,0.03,0.13,0.02,0.03,0.0005,100.00%,100.00%,16,43,100.00%
General/GT,"Azure Water Services, LLC","Azure Water Services, LLC",156,,5000-54,2056,2899,N,Outfall-001,9/18/12,9/8/12,10,N,4,6.7,6.4,57,116,0.4,1.39,0.13,0.03,0.137,0.03,,,,,
General/GT,Jensen Manufacturing,Jensen Manufacturing,7,,,882,,N,Storm Drain by gate in Back,9/18/12,9/8/12,10,N,32.4,5.3,5.7,390,12.5,0.53,6.3,0.56,0.01,0.56,0.006,,,,,
General/GT,"Conval, Inc.","Conval, Inc.",129,Abby Brook Basin,4205,1882,3491,N,Outfall-001,9/5/12,9/1/12,4,N,0.85,6.9,7.7,71,67,0.155,0.5,0.49,0.012,0.044,0.0025,100.00%,100.00%,10,126,100.00%
General/GT,Fusion Paperboard,Fusion Paperboard,133,Unnamed Tributary,,1911,2611,N,Site-006,10/19/12,9/4/12,45,N,0.7,6.1,7.29,77,27,0.06,1.42,0.1,0.004,0.033,0.001,,,,,
General/GT,Fusion Paperboard,Fusion Paperboard,133,Papermill Pond,,1911,2611,N,Site-008,10/19/12,9/4/12,45,N,0.75,4.2,6.93,18,7,0.03,1.23,0.37,0.008,0.044,0.001,,,,,
General/GT,Amgraph Packaging,,73,Little River,,475,2671,N,Back Drain,10/2/12,9/28/12,4,N,0.5,5.5,6.6,24,9,0.039,0.52,0.32,0.0048,0.074,0.001,100.00%,89.10%,6,14,40.00%
General/GT,Amgraph Packaging,,73,Little River,,475,2671,N,Front Cement Drain,10/2/12,9/28/12,4,N,1.7,5.5,5.7,13,35,0.13,0.25,0.16,0.0066,0.054,0.001,100.00%,100.00%,8,13,100.00%
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-002,3/28/12,3/3/12,25,N,2.1,5.04,6.41,70,66,0.2,1.19,0.68,0.015,0.049,0.009,100.00%,100.00%,8,99,100.00%
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-003,3/28/12,3/3/12,25,N,6.1,5.04,6.39,113,200,0.37,3.19,0.92,0.048,0.356,0.031,100.00%,100.00%,36,236,60.00%
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-004,3/28/12,3/3/12,25,N,1.4,5.04,5.42,45,43,0.21,2.65,0.84,0.017,0.301,0.007,100.00%,75.20%,10,27,15.00%
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-002,9/18/12,9/8/12,25,N,1.5,5.04,6.28,43,10,0.06,1.2,0.7,0.012,0.034,0.006,,,,,
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-003,9/18/12,9/8/12,25,N,0.7,5.04,6.41,62,16,0.09,2.76,0.71,0.015,0.462,0.003,,,,,
General/GT,Birken Manufacturing Co. Inc.,Birken Manufacturing Co. Inc.,11,Beamans Brook,4404,225,3724,N,DSN-004,9/18/12,9/8/12,25,N,0.7,5.04,4.99,81,2.5,0.05,2.64,1.32,0.03,0.74,0.003,,,,,
General/GT,Neyra Industries Inc.,Neyra Industries Inc.,132,,,485,,N,Run off Pit,8/10/12,8/5/12,5,N,2.2,,5.67,190,85,0.4,4.16,1.58,0.033,0.382,0.009,100.00%,100.00%,22,72,70.00%
General/GT,"Radio Frequency Systems, Inc.","Radio Frequency Systems, Inc.",80,,5206-02-L1,964,3663,N,Outfall-1,7/15/12,7/12/12,3,N,2.5,6.21,7.16,2.5,9,0.05,0.5,0.1,0.02,0.01,0.0065,,,,,
General/GT,"Superior Product Distributers, Inc.",Rex Precast Systems,25,Quinnipiac River,5200-00-04,623,3272,Y,Site-01,9/18/12,9/8/12,10,N,0.7,6.33,7.33,18,2.5,0.04,1.18,1.25,0.0025,0.263,0.001,93.90%,79.40%,20,20,50.00%
General/GT,Wiremold Company,,155,Piper Brook,4402-00,1403,3643,N,Outfall-1,9/18/12,9/8/12,10,N,1,5.7,6.6,86,12,0.025,4.33,0.85,0.033,0.177,0.0015,100.00%,91.70%,12,65,40.00%
General/GT,Wiremold Company,,155,Piper Brook,4402-00,1403,3643,N,Outfall-2,9/18/12,9/8/12,10,N,1,5.7,6.7,118,18,0.09,3.92,1.9,0.065,0.33,0.065,100.00%,100.00%,55,278,100.00%
General/GT,Hayden Kerk Motion Solutions,Hayden Kerk Motion Solutions,151,Unnamed Wetlands,,2195,3679,N,SW-001,9/18/12,9/9/12,9,N,0.9,6.1,5.7,21,41.4,0.034,0.5,0.63,0.008,0.061,0.0223,100.00%,100.00%,12,51,85.00%
General/GT,"Ansonia Copper & Brass, Inc",Ansonia Facility,2,Naugatuck River,,530,3351,Y,DSN-001,9/28/12,9/22/12,6,N,2.5,4.79,6.56,2.5,9,0.05,1,0.61,0.39,0.75,0.017,6.25%,6.25%,10,43,0.00%
General/GT,"Ansonia Copper & Brass, Inc",Waterbury Facility,151,Naugatuck River,,531,3351,Y,West Side WWTP,9/18/12,9/9/12,9,N,2.5,5.68,6.56,31,7,0.005,0.5,0.49,0.38,0.19,0.0065,6.25%,6.25%,20,70,0.00%
General/GT,C. Cowles & Co,C. Cowles & Co,93,New Haven Harbor,,925,3465,,Parking Lot,10/15/12,10/10/12,5,N,1.6,6.65,6.59,23.7,0.5,0.05,1.04,0.5,0.06,0.18,0.01,95.20%,61.30%,11.5,25.2,5.00%
General/GT,C. Cowles & Co,C. Cowles & Co,93,New Haven Harbor,,925,3465,,Roof Top,10/15/12,10/10/12,5,N,1,6,5.64,26.9,2,0.06,1,0.87,0.05,0.18,0.01,89.70%,38.90%,10.3,33.1,0.00%
General/GT,Greater New Haven Transit District,GNH Transit District,93,trib to Turners Pond/Shepard Brooks,,1465,4173,N,,9/24/12,9/18/12,6,N,2.5,5.77,8.76,2.5,10,0.05,0.5,0.37,0.02,0.45,0.0065,100.00%,74.90%,1.3,13,25.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-001,9/18/12,9/8/13,10,N,0.95,6.6,6.38,10,4.5,0.038,0.5,0.5,0.039,0.078,0.0178,74.90%,72.00%,10,66,5.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-002,9/18/12,9/8/13,10,N,0.95,6.6,6.49,62,10.5,0.091,1.3,0.9,0.053,0.4,0.04,100.00%,77.20%,12,79,20.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-003,9/18/12,9/8/13,10,N,0.9,6.6,6.33,21,7,0.036,1,0.23,0.013,0.071,0.0052,100.00%,100.00%,12,65,95.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-007,9/18/12,9/8/13,10,N,0.85,6.6,6.17,34,31.5,0.065,1.4,2.51,0.028,0.072,0.0123,100.00%,100.00%,54,355,100.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-008,9/18/12,9/8/13,10,N,0.85,6.6,6.7,71,175,0.14,1.2,1.03,0.112,0.389,0.0403,100.00%,100.00%,20,124,100.00%
General/GT,Marmon Utility LLC,Marmon Utility LLC,124,,6919-00 01,474,3357,N,SWD-010,9/18/12,9/8/13,10,N,0.9,6.6,6.28,84,27.5,0.072,0.5,0.86,0.046,0.107,0.0125,100.00%,100.00%,20,104,100.00%
General/GT,Kingswood Kitchen,,34,Still River,,1785,2434,Y,,8/28/12,8/18/12,10,N,0.7,5.2,7.9,10,3,0.033,0.08,0.27,0.0025,0.03,0.0025,,,,,
General/GT,Dattco,Bridgeport,15,Pequonnock River,,2031,4151,N,SW-001,10/19/12,10/16/12,3,N,1.4,6.2,6.73,5,6,0.02,0.41,0.1,0.009,0.042,0.001,100.00%,100.00%,2,15,100.00%
General/GT,Dattco,Bridgeport,15,Pequonnock River,,2031,4151,N,SW-002,10/19/12,10/16/12,3,N,0.8,6.2,6.64,5,18,0.07,0.57,0.1,0.01,0.065,0.001,100.00%,100.00%,2,17,80.00%
General/GT,The Metropolitan District,MDC Operations Facility,64,MS4,,1671,4952,N,DSN001,7/15/12,7/1/12,14,N,0.9,6.3,6.9,170,118,0.478,4,1.14,0.026,0.119,0.0213,100.00%,100.00%,44,157,100.00%
General/GT,CRC Chrome,CRC Chrome,80,Harbor Brook,,1921,3471,Y,Outfall 1,8/10/12,8/6/12,4,N,0.7,5.73,5.68,5,2.5,0.005,0.68,0.26,0.0025,0.055,0.007,,,,,
General/GT,CRC Chrome,CRC Chrome,80,Harbor Brook,,1921,3471,Y,Outfall 2,8/10/12,8/6/12,4,N,0.75,5.73,4.49,26,6.5,0.01,0.63,0.12,0.0025,0.012,0.005,,,,,
General/GT,Level Development Corp,Bluestone Quarry,151,Hancock Brook,,2270,1442,Y,Outfall 1,8/10/12,8/5/12,5,N,2.5,6.1,7.16,28,42,0.05,0.5,0.05,0.02,0.024,0.0065,,,,,
General/GT,Davis-Standard,,137,Anguilla Brook,,1823,3559,,outfall A,9/4/12,8/28/12,7,N,1.8,6.35,6.35,120,130,0.31,2.08,0.39,0.031,0.185,0.007,100.00%,100.00%,12,35,100.00%
General/GT,Somers Thins Strip,Somers Thins Strip,151,,,2267,2653,,Manhole 43 David St. Waterbury,7/23/12,7/20/12,3,N,6.6,6.91,6.91,30,19,0.025,1.02,1.6,0.02,0.12,0.01,,,,,
General/GT,Inertia Dynamics,,92,Farmington River,,2036,3625,N,Outfall 001,6/12/12,,,N,6.2,6.2,6.7,400,32,0.16,19.7,1.41,0.084,0.664,0.015,,,,,
General/GT,Inertia Dynamics,,92,Farmington River,,2036,3625,N,Outfall 002,6/12/12,,,N,1,6.2,5.9,166,332,0.26,3.25,2.01,0.058,0.38,0.015,,,,,
General/GT,Mott Corp,,110,Scott Swamp Brook,,2191,3398,N,outfall 001,9/18/12,,,N,0.7,4.9,4.59,98,18,0.24,2.28,0.88,0.017,0.177,0.02,70.70%,70.70%,8,62,0.00%
General/GT,Mott Corp,,110,Scott Swamp Brook,,2191,3398,N,outfall 002,9/18/12,,,N,2.8,4.9,4.71,140,31,0.26,1.64,0.53,0.012,0.17,0.001,100.00%,68.50%,10,56,15.00%
General/GT,Campion Ambulance Services,,151,,,2141,4119,Y,outfall 001,7/23/12,7/18/12,5,N,0.7,6.78,7.04,5,11,0.06,0.44,0.22,0.0025,0.092,0.001,100.00%,70.70%,10,36,10.00%
General/GT,FedEx Freight ,HFD,165,MS4 to Strawberry Meadow Brook,,1960,4213,Y,outfall 001,8/28/12,8/17/12,11,N,0.5,6,6,46,17,0.05,0.82,0.482,0.0025,0.0535,0.0015,100.00%,100.00%,4,24,100.00%
General/GT,FedEx Ground Package Systems,,160,Unnamed Tributary to Roaring Brook,,1740,4215,,DSN-001,8/28/12,8/18/12,10,N,2.1,5.56,7.28,41,45,0.06,1.27,0.03,0.0025,0.029,0.001,,,,,
General/GT,New Milford CT Farms,North Property,96,Housatonic River,,2026,,Y,north property,3/28/12,3/3/12,25,N,2.9,6.6,7.1,80,31,0.58,4.41,0.025,0.04,0.74,0.011,100.00%,100.00%,27,126,100.00%
General/GT,New Milford CT Farms,South Property,96,Housatonic River,,2026,,Y,south property,3/28/12,3/3/12,25,N,0.25,6.6,7.2,76,72,1.34,12.5,0.08,0.04,0.79,0.021,100.00%,100.00%,53,298,100.00%
General/GT,"R&H Terminal, LLC",R&H Terminal - New Haven Terminal,93,MS4 to New Haven Harbor,,1578,5171,,Outfall #1(RH-1),5/15/12,5/10/12,5,N,2.5,7.1,6.4,260,200,0.17,1.2,1.2,0.082,1.4,0.1,,,,,
General/GT,City of Middletown,,83,CT River,,2084,4952,Y,outfall East,3/28/12,3/25/12,3,N,6.6,6.5,6.6,40,112,0.51,2.03,0.63,0.032,0.094,0.015,100.00%,100.00%,16,92,100.00%
General/GT,City of Middletown,,83,CT River,,2084,4952,Y,outfall West,3/28/12,3/25/12,3,N,9.9,6.5,6.7,26,168,0.35,1.7,0.57,0.04,0.172,0.015,100.00%,100.00%,19,61,100.00%
General/GT,The Mohegan Tribal Gaming Authority,Fleet Operations Center,86,Thames River,,1906,4173,Y,390 W. Thames St.,5/15/12,5/10/12,5,N,1.3,6,6,0.5,23,0.024,0.25,0.11,0.025,0.12,0.018,100.00%,77.10%,2,9,20.00%
General/GT,The Mohegan Tribal Gaming Authority,Fleet Operations Center,86,Thames River,,1906,4173,Y,420 W. Thames St.,5/15/12,5/10/12,5,N,1,6,5.6,0.5,7,0.013,0.25,0.05,0.001,0.0082,0.001,100.00%,70.70%,1,4,5.00%
General/GT,Praxair Surface Technologies,,77,Hockanum River,,2444,3479,N,DSN 001,3/28/12,3/9/12,19,N,1,7.6,7.6,36,53,0.12,1.85,0.78,0.09,0.991,0.015,35.40%,21.80%,12,85,0.00%
General/GT,Unicorr Packaging Group,Connecticut Container Corporation,101,Town of North Haven MS4 System,,1842,2653,N,CB 001,5/21/12,5/15/12,6,N,1.6,6.5,7.68,224,430,0.3,2,0.22,0.045,0.395,0.021,,,,,
General/GT,DATTCO,DATTCO Westport Branch,158,Saugatuck River,,2101,4151,N,CB-A,1/12/12,1/1/12,11,N,7.1,5.9,6.61,46,180,0.35,1.24,0.35,0.022,0.16,0.008,100.00%,100.00%,4,22,100.00%
General/GT,Town of Stratford WPCF,WPCF,138,Housatonic River,,2096,4952,Y,138-305 WPC CB,1/12/12,12/28/11,15,N,1.2,6.24,6.66,3.7,17,0.08,0.82,0.05,0.005,0.052,0.001,100.00%,100.00%,1.68,6,60.00%
General/GT,Beacon Industries,,94,trib to Piper Brook,4402,1481,3724,Y,Outfall 003,11/10/11,10/30/11,11,N,1,7.84,7.4,15,8,0.08,1.26,0.7,0.005,0.015,0.015,100.00%,100.00%,58,158,100.00%
General/GT,UPS Cartage Services,,165,CT River,4000-09,1839,4213,N,DP#1,9/28/12,9/22/12,6,N,1.44,4,4,5,14,0.025,0.96,0.503,0.0025,0.0229,0.015,100.00%,100.00%,2,11,95.00%
General/GT,Canberra Industries,,80,Bishops Pond,,2113,3829,N,DSN001,10/23/12,10/19/12,4,N,0.5,5,4.65,96.3,15,0.13,1.7,0.88,0.027,0.322,0.005,100.00%,100.00%,56.39,91,60.00%
General/GT,Foster Corporation,,116,Quinebaug River,,2434,3087,Y,DSN 001,9/18/12,9/9/12,9,N,ND,6,7,19,5,0.034,0.6,1.7,0.0041,1,ND,,,,,
General/GT,Town of Westport,WPCF,158,Saugatuck River,,1716,9511,Y,DSN-001,11/27/12,,,Y,2.5,6.97,7.03,45,12,0.27,1.9,2.6,0.01,0.041,0.0065,,,,,
General/GT,CT Military Department ARNG,103D Air Control Squadron,107,Quinnipiac River Basin,,1590,,N,DSN-001,11/13/12,11/8/12,5,N,4.8,5.2,7.61,110,25,0.4,4.11,0.45,0.0025,0.049,0.004,100.00%,100.00%,72,632,100.00%
General/GT,CT Transit,Hamden,62,Mill River Basin,,2278,4111,Y,Outfall 1,9/18/12,9/8/12,10,N,0.8,4.87,7.9,2.5,6,0.088,0.03,0.57,0.0025,0.06,0.0025,100.00%,100.00%,45,130,100.00%
General/GT,CT Transit,Hamden,62,Mill River Basin,,2278,4111,Y,Outfall 2,9/18/12,9/8/12,10,N,1.2,4.87,7.3,2.5,13,0.0005,0.09,0.08,0.0025,0.07,0.0025,100.00%,100.00%,33,97,100.00%
General/GT,Town of Seymour,Seymour WWTF,124,Naugatuck River,6900-00,1990,4952,Y,"41.3647N, -73.08921W, DSN-",10/2/12,9/28/12,4,N,1,4.1,6.4,33,22,0.15,2.08,0.43,0.019,0.041,0.015,100.00%,100.00%,7,66,100.00%
General/GT,JH Metal Finishing,,89,MS4 to Piper Brook,,2491,3471,Y,1,10/19/12,10/15/12,4,N,0.7,,6.45,23,26,0.14,0.72,0.24,0.017,0.077,0.003,100.00%,100.00%,4,24,100.00%
General/GT,HP Hood,,139,Cannon Pond,,2221,2024,N,SP-1,10/19/12,10/15/12,4,N,3.9,6.6,7,14,54,0.025,0.72,0.3,0.005,0.161,0.015,100.00%,77.70%,7,25,30.00%
General/GT,Latex Foam International,,126,Housatonic River,,1504,3069,,1,7/15/12,,,N,2.5,6.21,6.36,16,2.5,0.05,3.2,0.77,0.02,0.11,0.0065,,,,,
General/GT,Latex Foam International,,126,Housatonic River,,1504,3069,,,7/15/12,,,N,2.5,6.21,5.2,2.5,5,0.05,0.5,0.2,0.02,0.17,0.0065,,,,,
General/GT,Praxair Surface Technologies,,77,Hockanum River,,2444,3479,N,DSN 001,9/18/12,9/8/12,10,N,1,6,6.2,25,6,0.025,1.45,0.81,0.078,0.558,0.015,,,,,
General/GT,EDAC Technologies Corporation,EDAC AERO,94,Webster Brook,,2256,3724,N,D-001,9/18/12,9/14/12,4,N,0.5,5.55,5.43,87.7,50,0.18,1.42,0.41,0.013,0.04,0.005,,,,,
General/GT,EDAC Technologies Corporation,EDAC AERO,94,Webster Brook,,2256,3724,N,D-002,9/18/12,9/14/12,4,N,0.5,5.55,6.05,47.3,9,0.12,5.59,0.05,0.008,0.032,0.001,,,,,
General/GT,EDAC Technologies Corporation,EDAC ACER,94,Town of Newington MS4 System,,2245,3724,N,D-001,9/18/12,9/14/12,4,N,2.4,5.55,5,22.2,21,0.13,0.92,0.41,0.013,0.039,0.001,,,,,
General/GT,The Metropolitan District,East Hartford WPCF,43,CT River,,1670,4952,,D-002,8/28/12,8/18/12,10,N,1.5,6.6,6.36,29,11,0.1,1.05,0.396,0.0025,0.0222,0.0015,,,,,
General/GT,The Metropolitan District,East Hartford WPCF,43,CT River,,1670,4952,,D-005,8/28/12,8/18/12,10,N,0.25,6.6,6.75,17,14,0.56,1.47,0.524,0.0436,0.0318,0.0195,,,,,
General/GT,"Schneider Electric USA, Inc.","Schneider Electric USA, Inc.",44,MS4,5000-46,2001,3629,N,Catch Basin,9/18/12,9/8/12,10,N,1,5.23,6.3,29,9,0.025,1.93,3.94,0.093,1.83,0.015,,,,,
General/GT,"Triumph Actuation Systems-CT,LLC",,45,Pattagansett River,,1883,3429,N,SWD-1,9/4/12,8/18/12,17,N,0.9,7.62,6.6,37,2,0.017,1.1,2.4,0.009,0.072,0.0084,100.00%,100.00%,22,59,100.00%
General/GT,Permasteelisa NA Corp,Permasteelisa NA Corp,164,Storm Sewer ,Farmington River Basin,1865,3446,Y,SW1,9/5/12,9/1/12,4,N,0.5,6.5,5.6,50.2,1,0.11,2.89,1.04,0.032,0.287,0.015,,,,,
General/GT,Permasteelisa NA Corp,Permasteelisa NA Corp,164,Unamed Wetlands,Farmington River Basin,1865,3446,Y,SW4,9/5/12,9/1/12,4,N,0.5,6.5,5.7,85.5,27,0.22,2.78,1.48,0.01,0.104,0.004,,,,,
General/GT,RBC Aircraft Products Inc,RBC Airecraft Products Inc,143,Still River,,2024,3562,Y,Discharge 001,9/18/12,9/9/12,9,N,2.5,5,4.92,18,11,0.05,0.5,0.39,0.02,0.2,0.0065,,,,,
General/GT,RBC Aircraft Products Inc,RBC Airecraft Products Inc,143,Still River,,2024,3562,Y,Discharge 002,9/18/12,9/9/12,9,N,2.5,5,4.59,47,8,0.05,1.8,0.41,0.02,0.31,0.0065,,,,,
General/GT,Web Industries,Web Industries,69,,3700-00-04,2208,3089,Y,SWD-001,8/1/12,7/28/12,4,N,2.7,5.43,6.4,25,117,0.082,1.4,1.21,0.0025,0.138,0.0025,100.00%,100.00%,2,21,100.00%
General/GT,Dattco,Middletown,83,Swamp Brook,,2108,4151,N,SW-001,9/18/12,9/9/12,9,N,6.4,6.61,7.22,170,270,0.33,1.66,0.78,0.04,0.135,0.016,,,,,
