Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Public Works Garage,062,Mill River,5302,001682,9199,N,Outfall 002,11/13/12,11/08/12,5,N,2.70,6.80,7.20,14,48,0.07,0.95,0.46,0.005,0.068,0.015,100.00%,100.00%,234,1600,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Public Works Garage,062,Mill River,5302,001982,9199,N,Outfall 006,11/13/12,11/08/12,5,N,3.70,6.80,7.20,82,122,0.5,2.71,0.76,0.052,0.064,0.053,100.00%,100.00%,143,1856,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Town of Hamden VOED Building,062,Mill River,5302,001721,9199,N,Outfall 001,11/13/12,11/08/12,5,N,7.60,6.30,7.10,12,6,0.025,0.47,2.02,0.062,0.015,0.015,100.00%,70.70%,66,225,35.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Town of Hamden VOED Building,062,Mill River,5302,001721,9199,N,Outfall 003,11/13/12,11/08/12,5,N,5.00,6.30,7.30,15,54,0.06,0.77,1.82,0.016,0.015,0.015,100.00%,100.00%,93,432,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Public Works Garage,062,Mill River,5302,001682,9199,N,Outfall 001,12/21/11,12/15/11,6,N,19.00,5.50,6.60,360,216,3.39,13,0.05,0.059,0.131,0.041,53.60%,53.60%,216,4630,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Hartford,Department of Public Works,064,Connecticut River,,001354,7699,Y,Outfall 1,05/15/12,05/10/12,5,N,0.70,5.08,7.33,55,170,0.59,1.48,0.16,0.02,0.105,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Hartford,Department of Public Works,064,Connecticut River,,001354,7699,Y,Outfall 4,05/15/12,05/10/12,5,N,16.00,5.08,6.89,285,220,0.64,9.5,0.3,0.069,0.34,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hebron,Public Works Garage/Transfer Station,067,Judd Brook,,001408,9199,N,#1,11/16/11,11/10/11,6,N,0.80,5.30,7.05,30,19,0.06,0.62,0.005,0.002,0.043,0.001,100.00%,100.00%,70,1478,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hebron,Public Works Garage/Transfer Station,067,Judd Brook,,001408,9199,N,#1,11/13/12,11/08/12,5,N,0.80,6.30,6.95,27,18,0.19,0.6,0.19,0.009,0.07,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-1,11/13/12,,,N,3.80,5.50,6.40,160,190,0.41,1.6,0.49,0.024,0.15,0.012,100.00%,100.00%,38,490,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-2,11/13/12,,,N,9.40,5.50,6.50,210,180,0.61,3.8,0.34,0.04,0.23,0.014,100.00%,100.00%,20,121,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-3,11/13/12,,,N,37.00,5.50,6.30,380,66,0.48,0.61,0.42,0.02,0.1,0.0065,100.00%,100.00%,24,112,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-1,07/18/12,,,N,14.00,5.50,5.60,2100,6600,6.3,15,2.7,0.19,0.57,0.12,100.00%,100.00%,400,8010,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-2,07/18/12,,,N,1.00,5.50,5.00,680,860,1.6,5.2,1.3,0.085,0.77,0.044,100.00%,100.00%,76,800,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Killingly,Public Works Garage,069,Five Mile River/ Thames Basin, ,000685,,N,TG-3,07/18/12,,,N,1.00,5.50,4.90,110,140,0.34,1.6,0.46,0.038,0.2,0.009,100.00%,100.00%,8,82,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Lebanon,Public Works Garage,071,Susquetonscut Brook,3907-03-1,001746,9199,N,DSN 001,05/01/12,04/23/12,8,N,0.70,6.50,6.90,22,5,0.02,0.73,0.005,0.0025,0.003,0.001,100.00%,100.00%,28,97,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Lebanon,Public Works Garage,071,Susquetonscut Brook,3907-03-1,001746,4212,N,"12""RCP inlet @ end of drainage swale",02/27/13,02/24/13,3,N,0.70,7.73,6.95,36,150,0.36,0.95,0.05,0.013,0.028,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Ledyard,Public Works & Transfer Station,072,,3003-07,000395,9199,N,Outfall 1,05/01/12,04/23/12,8,N,0.70,,7.05,16,5,0.12,1.45,0.21,0.024,0.016,0.002,100.00%,100.00%,14,193,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Ledyard,Public Works & Transfer Station,072,,3003-07,000395,9199,N,Outfall 2,05/01/12,04/23/12,8,N,0.70,,7.22,50,36,0.13,0.79,0.13,0.018,0.079,0.005,100.00%,100.00%,68,433,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Middlefield,Public Works Facility,082,Coginchaug River,4607,002285,919,Y,MD-1,09/18/12,09/08/12,10,N,1.60,6.42,7.23,38,8,0.14,0.85,0.66,0.013,0.006,0.002,100.00%,100.00%,20,147,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF ,Town of Middlefield,Public Works Facility,082,Coginchaug River,4607,002285,919,Y,MD-2,09/18/12,09/08/12,10,N,0.70,6.42,7.84,43,8,0.16,1.15,1.87,0.014,0.006,0.001,100.00%,100.00%,72,583,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Marlborough,Public Works Facility,079,Unnamed Tributary to Wetlands of Blackledge River,4707-13-1,000949,9199,N,#1,11/13/12,11/08/12,5,N,0.70,6.30,7.24,79,2.5,0.03,0.53,0.61,0.0025,0.005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Marlborough,Transfer Station,079,Unnamed Tributary to Cattle Lot Brook/Dickinson Creek,4708-04-01,000938,9199,N,TS 1,11/13/12,11/08/12,5,N,0.75,6.30,7.03,29,2.5,0.04,0.56,0.01,0.0025,0.021,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Marlborough,Public Works Facility,079,Unnamed Tributary to Wetlands of Blackledge River,4707-13-1,000949,9199,N,#1,12/21/11,12/15/11,6,N,5.80,4.75,7.01,110,,0.3,5.04,0.25,0.026,0.138,0.013,100.00%,100.00%,400,5820,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Marlborough,Transfer Station,079,Unnamed Tributary to Cattle Lot Brook/Dickinson Creek,4708-04-01,000938,9199,N,TS 1,12/21/11,12/15/11,6,N,0.70,4.75,7.44,5,,0.05,0.65,0.005,0.0005,0.001,0.0005,100.00%,100.00%,82,280,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Middlebury,Middlebury PWG,081,Wetlands waterbody,6916-10,000958,9199,Y,DSN-O1,06/12/12,06/02/12,10,N,0.50,4.56,6.70,18,15,0.38,1.33,0.05,0.005,0.033,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Milford,Department of Public Works,084,"Billberry Swamp, Housatonic River Basin", ,000994,9199,N,Outfall 001,06/12/12,06/07/12,5,N,4.10,5.02,7.19,180,53,0.4,2.42,1.12,0.03,0.072,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Milford,Department of Public Works,084,"Billberry Swamp, Housatonic River Basin", ,000994,9199,N,Outfall 006A,06/12/12,06/07/12,5,N,4.20,5.02,7.21,170,78,0.34,2.92,0.86,0.049,0.147,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Montville,WPCA,086,Horton Cove/Thames River,,001968,4952,Y,Outfall #1,06/25/12,,,N,0.70,5.89,6.68,50,38,0.42,3.98,0.34,0.02,0.01,0.001,100.00%,100.00%,6,38,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Montville,WPCA,086,Horton Cove/Thames River,,001968,4952,Y,Outfall #2,06/25/12,,,N,0.70,5.89,6.58,22,8,0.29,2.07,0.18,0.02,0.02,0.001,100.00%,100.00%,1,13,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Long Meadow Pond Brook,6917-00-2-R3,001366,4953,N,"S-001, Trans Stn/Pks Dept",10/02/12,09/28/12,4,N,4.70,6.60,7.00,81,45,0.24,2.12,0.46,0.021,0.084,0.015,100.00%,100.00%,10,72,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Long Meadow Pond Brook,6917-00-2-R3,001366,4953,N,"S-002, Trans Stn/Pks Dept",10/02/12,09/28/12,4,N,4.30,6.60,7.20,47,47,0.16,1.57,0.22,0.019,0.073,0.015,100.00%,100.00%,9,46,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Long Meadow Brook,6917-00-2-R3,001366,4953,N,S-001,10/07/13,10/06/13,1,N,1,,6.8,62,81,0.11,0.94,0.13,0.02,0.06,0.015,100.00%,100.00%,8,23,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Long Meadow Brook,6917-00-2-R3,001366,4953,N,S-002,10/07/13,10/06/13,1,N,1,,7.1,5,12,0.09,0.47,0.28,0.01,0.032,0.015,100.00%,100.00%,4,20,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Long Meadow Pond Brook,6917-00-2-L4,001365,9199,N,DA-001 Pub Wks Garage,10/02/12,09/28/12,4,N,7.60,6.60,7.80,136,414,0.51,1.37,0.11,0.087,0.258,0.042,100.00%,100.00%,83,1350,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Naugatuck River,6900-00-4-R15,002422,9199,Y,CB-1 Police Dept,10/02/12,09/28/12,4,N,1.00,6.60,6.50,35,11,0.15,0.56,0.05,0.012,0.015,0.015,100.00%,100.00%,1,20,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Borough of Naugatuck,,088,Naugatuck River,6900-00-4-R15,002422,9199,Y,Salt - Salt Storage Facility,10/02/12,09/28/12,4,N,1.00,6.60,7.00,24,8,0.09,0.4,0.05,0.005,0.015,0.015,100.00%,100.00%,3,618,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of New Haven,Public Works Garage,093,,CT 5200-E-01,001690,9199,Y,Public Works Garage 002,09/18/12,09/08/12,10,N,3.60,6.21,6.88,139.3,40,0.53,2.4,0.6,0.014,0.056,0.008,100.00%,100.00%,14.9,72,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of New Haven,Public Works Garage,093,,CT 5200-E-01,001690,9199,Y,Public Works Garage 001,09/18/12,09/08/12,10,N,1.20,6.21,7.00,61.2,5,0.24,0.66,0.28,0.01,0.05,0.001,100.00%,100.00%,42.58,124,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,PW Garage,101,Waterman's Brook,Quinnipiac River,000873,9199,N,DPW DSN 002,03/28/12,03/25/12,3,N,8.2,6.2,6.7,28,184,0.23,0.93,0.29,0.033,0.113,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,PW Garage,101,Waterman's Brook,Quinnipiac River,000873,9199,N,DPW DSN 003,03/28/12,03/25/12,3,N,5.3,6.2,6.3,19,88,0.12,0.98,0.3,0.015,0.127,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,PW Garage,101,Waterman's Brook,Quinnipiac River,000873,9199,N,DPW DSN 004,03/28/12,03/25/12,3,N,13.2,6.2,6.2,13,55,0.07,0.71,0.42,0.012,0.051,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,Public Works Garage,101,"Waterman's Brook, Quinnipiac River Basin", ,000873,9199,N,DPW DSN 005,03/28/12,03/25/12,3,N,11.20,6.20,6.90,25,372,0.3,1.09,0.3,0.041,0.294,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Norwalk,Public Works Garage,103,Norwalk River,,000965,9199,N,Outfall 1-DPW,05/01/12,04/27/12,4,N,2.50,6.54,7.03,67.7,63,0.45,1.56,0.75,0.015,0.12,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Newington,Highway Department Garage,094,Piper Brook,4402-00-2,000133,9199,Y,HD-01,09/28/12,09/22/12,6,N,2.50,6.40,6.62,31,19,0.05,0.5,0.41,0.02,0.028,0.0065,100.00%,100.00%,16,472,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Newington,Highway Department Garage,094,Piper Brook,4402-00-2,000133,9199,Y,HD-02,09/28/12,09/22/12,6,N,2.50,6.40,6.68,8.2,66,0.05,0.5,0.56,0.02,0.01,0.0065,100.00%,100.00%,,392,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of New Fairfield,Department of Public Works,091,Ball Pond Brook,,001274,9199,N,DSN004,10/15/12,10/10/12,5,N,0.70,5.50,6.76,26,140,0.67,1.62,0.25,0.026,0.127,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of New Fairfield,Department of Public Works,091,Ball Pond Brook,6402,001274,9199,N,DSN007,10/15/12,10/10/12,5,N,0.70,5.50,7.08,67,18,0.86,1.33,0.31,0.0025,0.01,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,Public Works Garage,101,"Waterman's Brook, Quinnipiac River Basin", ,000873,9199,N,DPW DSN 002,11/27/12,11/13/12,14,N,8.50,6.50,7.20,67,36,0.16,1.05,0.13,0.022,0.115,0.015,100.00%,100.00%,11,592,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,Public Works Garage,101,"Waterman's Brook, Quinnipiac River Basin", ,000873,9199,N,DPW DSN 003,11/27/12,11/13/12,14,N,3.70,6.50,6.90,32,25,0.07,0.85,0.55,0.018,0.313,0.015,100.00%,61.10%,9,145,15.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,Public Works Garage,101,"Waterman's Brook, Quinnipiac River Basin", ,000873,9199,N,DPW DSN 004,11/27/12,11/13/12,14,N,1.00,6.50,6.20,22,8,0.06,1.04,0.73,0.02,0.157,0.015,100.00%,100.00%,16,866,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of North Haven,Public Works Garage,101,"Waterman's Brook, Quinnipiac River Basin", ,000873,9199,N,DPW DSN 005,11/27/12,11/13/12,14,N,1.00,6.50,6.80,36,18,0.025,0.99,0.52,0.021,0.199,0.015,100.00%,100.00%,20,694,85.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Lyme,Department of Public Works Facility,105,,2000-47-1-L1,001733,9199,N,DSN-001,06/25/12,06/13/12,12,N,1.50,6.50,6.78,73,92,0.15,1.15,0.22,0.033,0.036,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Oxford,Oxford PWG,108,Eight Mile Brook,6023-09-1,001251,9199,Y,DSN-02 trf sta,05/15/12,05/10/12,5,N,4.40,4.26,6.80,14,50,0.11,0.62,0.1,0.011,0.045,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Oxford,Oxford PWG,108,Eight Mile Brook,6023-09-1,001251,9199,Y,DSN-02,10/02/12,09/28/12,4,N,5.10,4.10,6.60,73,51,0.16,1.35,0.35,0.023,0.093,0.015,100.00%,100.00%,10,80,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Oxford,Oxford PWG,108,Eight Mile Brook,6023-09-1,001251,9199,Y,DSN-02,07/09/13,06/28/13,11,N,1.00,5.09,6.50,33,12,0.07,1.07,1.33,0.01,0.052,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,PW1,10/19/12,10/10/12,9,N,1.70,6.30,6.70,77,250,0.4,2.06,0.22,0.042,0.095,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,TS2,10/19/12,10/10/12,9,N,2.90,6.30,6.70,21,70,0.18,1.29,0.21,0.013,0.098,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,TS3,10/19/12,10/10/12,9,N,0.80,6.30,6.80,25,21,0.17,0.63,0.12,0.01,0.054,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,PW1,11/10/11,09/23/11,48,N,8.10,5.20,6.60,620,590,7.4,23,0.57,0.09,0.335,0.069,100.00%,63.70%,172,9060,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,TS2,11/10/11,09/23/11,48,N,8.10,5.20,6.90,280,170,0.36,2.2,0.09,0.018,0.117,0.016,100.00%,100.00%,10,46,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Old Saybrook,Public Works Facility & Transfer Station,106,Unnamed Tributary to Ingham Pond/Oyster River Watershed, ,001349,9199,N,TS3,11/10/11,09/23/11,48,N,2.00,5.20,6.50,110,72,0.27,1.5,0.2,0.028,0.193,0.023,100.00%,100.00%,14,57,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Putnam,Fox Road,116,Wetlands Little Dam Tavern Brook,3700-13,001267,,N,Fox Rd,10/19/11,10/14/11,5,N,1.00,5.50,6.00,34,42,0.07,0.25,0.23,0.0073,0.082,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plainville,Water Pollution Control Authority,110,Pequabuck River,,001617,4952,Y,Outfall 1 North,12/21/12,12/18/12,3,N,0.70,7.00,7.70,21,18,1.84,1.61,7.21,0.018,0.04,0.006,100.00%,100.00%,108,492,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plainville,Water Pollution Control Authority,110,Pequabuck River,,001617,4952,Y,Outfall 2 South,12/21/12,12/18/12,3,N,0.70,7.00,7.31,21,18,0.37,0.61,0.04,0.0025,0.015,0.001,100.00%,100.00%,18,30,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plainville,Water Pollution Control Authority,110,Pequabuck River,,001617,4952,Y,Outfall 3 East Garage,12/21/12,12/18/12,3,N,0.70,7.00,6.49,5,5,0.005,0.22,0.08,0.0025,0.048,0.023,79.80%,70.70%,2,12,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plainville,Water Pollution Control Authority,110,Pequabuck River,,001617,4952,Y,Outfall 4 East Tertiary,12/21/12,12/18/12,3,N,0.70,7.00,6.43,12,9,0.04,0.34,0.05,0.011,0.017,0.039,100.00%,100.00%,10,12,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Maintenance Facility,111,Pequabuck River,,001917,9199,,Outfall #1,10/19/12,,,N,1.00,6.60,6.40,5,16,0.025,0.29,0.05,0.005,0.015,0.015,100.00%,100.00%,1,11,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Plymouth,Maintenance Facility,111,Pequabuck River,,001917,9199,,Outfall #2,10/19/12,,,N,1.00,6.40,6.50,5,14,0.025,0.33,0.05,0.005,0.015,0.015,100.00%,100.00%,1,14,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Salem,Transfer Station,121,Unnamed Tributary/East Branch Eight Mile River Watershed, ,001099,9199,N,#1,09/04/12,08/28/12,7,N,0.80,6.30,7.80,13,17,0.05,0.52,0.18,0.0025,0.006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Salem,Transfer Station,121,Unnamed Tributary/East Branch Eight Mile River Watershed, ,001099,9199,N,#1,11/16/11,11/11/11,5,N,0.80,5.20,7.35,41,12,0.05,0.74,0.42,0.003,0.008,0.001,100.00%,100.00%,52,217,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Salem,Public Works Department,121,Harris Brook Drainage Basin, ,002479,9199,N,#1,11/16/11,11/11/11,5,N,0.80,5.20,6.38,52,14,0.18,1.3,0.1,0.004,0.035,0.001,100.00%,100.00%,42,1917,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Salem,Public Works Department,121,Harris Brook Drainage Basin, ,002479,9199,N,#1,09/04/12,08/28/12,7,N,0.80,6.30,7.65,48,42,0.21,1.36,0.15,0.0025,0.044,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Seymour,Seymour PWG,124,Naugatuck River,6900-00,001490,9199,Y,DSN-001,10/27/11,10/20/11,7,Y,8.60,4.73,7.90,155,491,0.63,5.5,2.6,0.078,0.169,0.031,100.00%,100.00%,68,883,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Seymour,Seymour PWG,124,Naugatuck River,6900-00,001490,9199,Y,DSN-002,10/27/11,10/20/11,7,Y,1.00,4.73,6.70,48,31,0.08,2.33,1.3,0.013,0.06,0.015,100.00%,100.00%,20,88,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Seymour,Seymour PWG,124,Naugatuck River,6900-00,001490,9199,Y,DSN-001,05/15/12,05/10/12,5,N,14.50,4.26,7.10,228,1076,0.49,4.81,1.86,0.16,0.352,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Seymour,Seymour PWG,124,Naugatuck River,6900-00,001490,9199,Y,DSN-002,05/15/12,05/10/12,,N,1.00,4.26,6.60,12,13,0.09,1.73,0.27,0.023,0.047,0.015,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Sharon,Storm Drain #1,125,Webatuck River Drainage Bin, ,001417,9199,N,Swale on South End of Site,05/01/12,04/23/12,8,N,1.30,7.00,7.50,11,7,0.005,0.38,0.64,0.0025,0.04,0.005,100.00%,100.00%,247,393,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
